patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,0.017,0.005,0.004,0.004,0.004,0,0,0,0
0,500,0.004,0.004,0.004,0.004,0.004,0,0,0,0
1,0,0.343,0.099,0.095,0.081,0.063,0,0,0,0
1,500,0.12,0.169,0.118,0.098,0.091,0,0,0,0
2,0,0.12,0.105,0.094,0.082,0.063,0,0,0,0
2,500,0.116,0.146,0.119,0.092,0.091,0,0,0,0
3,0,0.132,0.105,0.096,0.084,0.07,0,0,0,0
3,500,0.119,0.145,0.124,0.092,0.091,0,0,0,0
4,0,0.127,0.109,0.098,0.085,0.062,0,0,0,0
4,500,0.113,0.156,0.118,0.091,0.091,0,0,0,0
5,0,0.127,0.107,0.097,0.082,0.063,0,0,0,0
5,500,0.111,0.154,0.118,0.092,0.092,0,0,0,0
6,0,0.122,0.116,0.094,0.083,0.063,0,0,0,0
6,500,0.121,0.146,0.117,0.092,0.092,0,0,0,0
7,0,0.121,0.107,0.092,0.082,0.063,0,0,0,0
7,500,0.11,0.142,0.124,0.092,0.092,0,0,0,0
8,0,0.123,0.106,0.089,0.082,0.063,0,0,0,0
8,500,0.125,0.153,0.12,0.091,0.091,0,0,0,0
9,0,0.119,0.113,0.096,0.079,0.063,0,0,0,0
9,500,0.12,0.138,0.123,0.091,0.091,0,0,0,0
10,0,0.125,0.106,0.092,0.082,0.062,0,0,0,0
10,500,0.122,0.15,0.118,0.092,0.091,0,0,0,0
11,0,0.123,0.102,0.093,0.083,0.062,0,0,0,0
11,500,0.121,0.151,0.115,0.09,0.091,0,0,0,0
12,0,0.119,0.103,0.092,0.085,0.062,0,0,0,0
12,500,0.12,0.158,0.114,0.091,0.092,0,0,0,0
13,0,0.122,0.122,0.095,0.081,0.062,0,0,0,0
13,500,0.119,0.156,0.112,0.092,0.091,0,0,0,0
14,0,0.129,0.109,0.09,0.082,0.063,0,0,0,0
14,500,0.123,0.15,0.119,0.091,0.091,0,0,0,0
15,0,0.129,0.11,0.095,0.083,0.062,0,0,0,0
15,500,0.122,0.159,0.111,0.092,0.092,0,0,0,0
16,0,0.122,0.114,0.096,0.084,0.062,0,0,0,0
16,500,0.118,0.155,0.118,0.091,0.091,0,0,0,0
17,0,0.133,0.106,0.087,0.081,0.063,0,0,0,0
17,500,0.121,0.147,0.119,0.092,0.092,0,0,0,0
18,0,0.128,0.105,0.092,0.08,0.063,0,0,0,0
18,500,0.12,0.159,0.112,0.09,0.091,0,0,0,0
19,0,0.135,0.104,0.094,0.081,0.062,0,0,0,0
19,500,0.119,0.157,0.111,0.09,0.091,0,0,0,0
20,0,0.121,0.103,0.095,0.085,0.063,0,0,0,0
20,500,0.119,0.16,0.113,0.091,0.09,0,0,0,0
21,0,0.124,0.118,0.097,0.082,0.062,0,0,0,0
21,500,0.133,0.149,0.109,0.091,0.092,0,0,0,0
22,0,0.131,0.11,0.092,0.086,0.062,0,0,0,0
22,500,0.131,0.155,0.115,0.091,0.091,0,0,0,0
23,0,0.119,0.108,0.096,0.083,0.062,0,0,0,0
23,500,0.118,0.152,0.112,0.091,0.091,0,0,0,0
24,0,0.122,0.107,0.101,0.08,0.063,0,0,0,0
24,500,0.122,0.159,0.117,0.091,0.092,0,0,0,0
25,0,0.119,0.119,0.086,0.082,0.062,0,0,0,0
25,500,0.123,0.149,0.118,0.091,0.091,0,0,0,0
26,0,0.118,0.107,0.092,0.084,0.063,0,0,0,0
26,500,0.119,0.154,0.122,0.09,0.09,0,0,0,0
27,0,0.131,0.108,0.1,0.081,0.063,0,0,0,0
27,500,0.119,0.155,0.12,0.091,0.09,0,0,0,0
28,0,0.122,0.114,0.097,0.082,0.062,0,0,0,0
28,500,0.121,0.149,0.115,0.092,0.091,0,0,0,0
29,0,0.121,0.102,0.101,0.074,0.062,0,0,0,0
29,500,0.119,0.138,0.125,0.092,0.092,0,0,0,0
30,0,0.119,0.107,0.094,0.082,0.063,0,0,0,0
30,500,0.122,0.136,0.122,0.092,0.091,0,0,0,0
31,0,0.145,0.103,0.089,0.082,0.062,0,0,0,0
31,500,0.129,0.157,0.118,0.091,0.09,0,0,0,0
32,0,0.14,0.114,0.096,0.081,0.062,0,0,0,0
32,500,0.13,0.157,0.119,0.092,0.091,0,0,0,0
33,0,0.13,0.105,0.098,0.082,0.062,0,0,0,0
33,500,0.121,0.157,0.118,0.084,0.083,0,0,0,0
34,0,0.131,0.109,0.102,0.083,0.062,0,0,0,0
34,500,0.131,0.15,0.117,0.083,0.085,0,0,0,0
35,0,0.124,0.102,0.098,0.084,0.062,0,0,0,0
35,500,0.119,0.147,0.119,0.084,0.084,0,0,0,0
36,0,0.122,0.106,0.1,0.081,0.063,0,0,0,0
36,500,0.119,0.149,0.126,0.083,0.083,0,0,0,0
37,0,0.128,0.102,0.1,0.084,0.063,0,0,0,0
37,500,0.121,0.154,0.118,0.09,0.09,0,0,0,0
38,0,0.127,0.115,0.105,0.082,0.062,0,0,0,0
38,500,0.121,0.145,0.118,0.086,0.084,0,0,0,0
39,0,0.119,0.116,0.104,0.08,0.062,0,0,0,0
39,500,0.114,0.156,0.119,0.084,0.085,0,0,0,0
40,0,0.12,0.108,0.101,0.08,0.062,0,0,0,0
40,500,0.122,0.159,0.119,0.084,0.084,0,0,0,0
41,0,0.12,0.106,0.099,0.083,0.062,0,0,0,0
41,500,0.118,0.15,0.119,0.091,0.09,0,0,0,0
42,0,0.119,0.117,0.1,0.085,0.062,0,0,0,0
42,500,0.13,0.162,0.125,0.084,0.085,0,0,0,0
43,0,0.122,0.099,0.109,0.071,0.062,0,0,0,0
43,500,0.119,0.156,0.118,0.085,0.084,0,0,0,0
44,0,0.12,0.116,0.104,0.081,0.063,0,0,0,0
44,500,0.124,0.156,0.117,0.084,0.084,0,0,0,0
45,0,0.118,0.109,0.102,0.081,0.062,0,0,0,0
45,500,0.119,0.155,0.121,0.085,0.084,0,0,0,0
46,0,0.123,0.116,0.1,0.081,0.062,0,0,0,0
46,500,0.12,0.156,0.117,0.085,0.085,0,0,0,0
47,0,0.127,0.11,0.1,0.081,0.062,0,0,0,0
47,500,0.118,0.156,0.123,0.084,0.084,0,0,0,0
48,0,0.119,0.109,0.096,0.081,0.062,0,0,0,0
48,500,0.128,0.159,0.116,0.091,0.084,0,0,0,0
49,0,0.129,0.109,0.1,0.084,0.062,0,0,0,0
